Sample Number,1,Collected with Prova 210
0.566,18.1,10.2446
0.566,18.4,10.4144
0.566,18.6,10.5276
0.565,18.9,10.6785
0.565,19.2,10.848
0.565,19.4,10.961
0.564,19.7,11.1108
0.564,19.9,11.2236
0.564,20.2,11.3928
0.563,20.4,11.4852
0.563,20.7,11.6541
0.563,20.9,11.7667
0.562,21.2,11.9144
0.562,21.5,12.083
0.561,21.7,12.1737
0.561,22.0,12.342
0.56,22.2,12.432
0.56,22.5,12.6
0.559,22.7,12.6893
0.558,23.0,12.834
0.557,23.2,12.9224
0.557,23.5,13.0895
0.556,23.8,13.2328
0.556,24.0,13.344
0.556,24.3,13.5108
0.555,24.5,13.5975
0.555,24.8,13.764
0.555,25.0,13.875
0.554,25.3,14.0162
0.553,25.6,14.1568
0.553,25.8,14.2674
0.553,26.1,14.4333
0.552,26.3,14.5176
0.551,26.6,14.6566
0.551,26.8,14.7668
0.55,27.1,14.905
0.55,27.3,15.015
0.549,27.6,15.1524
0.548,27.9,15.2892
0.548,28.1,15.3988
0.547,28.4,15.5348
0.547,28.6,15.6442
0.546,28.9,15.7794
0.546,29.1,15.8886
0.545,29.4,16.023
0.544,29.6,16.1024
0.544,29.9,16.2656
0.543,30.2,16.3986
0.543,30.4,16.5072
0.541,30.7,16.6087
0.538,30.9,16.6242
0.531,31.2,16.5672
0.529,31.4,16.6106
0.532,31.7,16.8644
0.529,32.0,16.928
0.531,32.2,17.0982
0.529,32.5,17.1925
0.528,32.7,17.2656
0.527,33.0,17.391
0.527,33.2,17.4964
0.525,33.5,17.5875
0.524,33.7,17.6588
0.523,34.0,17.782
0.523,34.3,17.9389
0.52,34.5,17.94
0.52,34.8,18.096
0.519,35.0,18.165
0.518,35.3,18.2854
0.516,35.5,18.318
0.516,35.8,18.4728
0.511,36.0,18.396
0.511,36.3,18.5493
0.509,36.6,18.6294
0.51,36.8,18.768
0.507,37.1,18.8097
0.508,37.3,18.9484
0.507,37.6,19.0632
0.505,37.8,19.089
0.502,38.1,19.1262
0.0,38.4,0.0
END OF SAMPLE

Sample Number,2,Collected with Prova 210
Channel Number,1
Date & Time,2026-07-07 14:44:08.618138
Vopen (V),0.589
Ishort (A),46.6
Vmaxp (V),0.488
Imaxp (A),46.2
Pmax (W),22.5456
V (V),I (A),P (W)
0.587,0.3,0.1761
0.588,0.6,0.3528
0.588,0.9,0.5292
0.588,1.2,0.7056
0.588,1.5,0.882
0.588,1.8,1.0584
0.588,2.1,1.2348
0.588,2.4,1.4112
0.588,2.7,1.5876
0.588,3.1,1.8228
0.588,3.4,1.9992
0.588,3.7,2.1756
0.588,4.0,2.352
0.588,4.3,2.5284
0.588,4.6,2.7048
0.588,4.9,2.8812
0.588,5.2,3.0576
0.588,5.5,3.234
0.586,5.9,3.4574
0.586,6.2,3.6332
0.585,6.5,3.8025
0.585,6.8,3.978
0.585,7.1,4.1535
0.584,7.4,4.3216
0.584,7.7,4.4968
0.584,8.0,4.672
0.584,8.3,4.8472
0.583,8.6,5.0138
0.583,9.0,5.247
0.583,9.3,5.4219
0.583,9.6,5.5968
0.582,9.9,5.7618
0.582,10.2,5.9364
0.582,10.5,6.111
0.581,10.8,6.2748
0.581,11.1,6.4491
0.581,11.4,6.6234
0.58,11.8,6.844
0.58,12.1,7.018
0.58,12.4,7.192
0.579,12.7,7.3533
0.579,13.0,7.527
0.579,13.3,7.7007
0.578,13.6,7.8608
0.578,13.9,8.0342
0.577,14.2,8.1934
0.577,14.6,8.4242
0.577,14.9,8.5973
0.576,15.2,8.7552
0.576,15.5,8.928
0.576,15.8,9.1008
0.575,16.1,9.2575
0.575,16.4,9.43
0.575,16.7,9.6025
0.574,17.0,9.758
0.574,17.3,9.9302
0.573,17.7,10.1421
0.573,18.0,10.314
0.573,18.3,10.4859
0.572,18.6,10.6392
0.572,18.9,10.8108
0.572,19.2,10.9824
0.571,19.5,11.1345
0.571,19.8,11.3058
0.57,20.1,11.457
0.57,20.5,11.685
0.569,20.8,11.8352
0.569,21.1,12.0059
0.568,21.4,12.1552
0.568,21.7,12.3256
0.567,22.0,12.474
0.567,22.3,12.6441
0.566,22.6,12.7916
0.566,22.9,12.9614
0.565,23.3,13.1645
0.565,23.6,13.334
0.564,23.9,13.4796
0.564,24.2,13.6488
0.564,24.5,13.818
0.563,24.8,13.9624
0.563,25.1,14.1313
0.562,25.4,14.2748
0.561,25.7,14.4177
0.561,26.0,14.586
0.56,26.4,14.784
0.559,26.7,14.9253
0.559,27.0,15.093
0.558,27.3,15.2334
0.557,27.6,15.3732
0.557,27.9,15.5403
0.557,28.2,15.7074
0.556,28.5,15.846
0.555,28.8,15.984
0.555,29.2,16.206
0.554,29.5,16.343
0.554,29.8,16.5092
0.553,30.1,16.6453
0.553,30.4,16.8112
0.552,30.7,16.9464
0.551,31.0,17.081
0.55,31.3,17.215
0.55,31.6,17.38
0.549,31.9,17.5131
0.548,32.3,17.7004
0.547,32.6,17.8322
0.547,32.9,17.9963
0.546,33.2,18.1272
0.546,33.5,18.291
0.545,33.8,18.421
0.544,34.1,18.5504
0.544,34.4,18.7136
0.543,34.7,18.8421
0.542,35.1,19.0242
0.541,35.4,19.1514
0.54,35.7,19.278
0.539,36.0,19.404
0.538,36.3,19.5294
0.538,36.6,19.6908
0.537,36.9,19.8153
0.536,37.2,19.9392
0.535,37.5,20.0625
0.534,37.9,20.2386
0.532,38.2,20.3224
0.531,38.5,20.4435
0.53,38.8,20.564
0.529,39.1,20.6839
0.528,39.4,20.8032
0.527,39.7,20.9219
0.526,40.0,21.04
0.525,40.3,21.1575
0.524,40.6,21.2744
0.522,41.0,21.402
0.521,41.3,21.5173
0.519,41.6,21.5904
0.518,41.9,21.7042
0.517,42.2,21.8174
0.515,42.5,21.8875
0.513,42.8,21.9564
0.512,43.1,22.0672
0.51,43.4,22.134
0.508,43.8,22.2504
0.506,44.1,22.3146
0.504,44.4,22.3776
0.501,44.7,22.3947
0.499,45.0,22.455
0.496,45.3,22.4688
0.492,45.6,22.4352
0.49,45.9,22.491
0.488,46.2,22.5456
0.0,46.6,0.0
END OF SAMPLE

Sample Number,3,Collected with Prova 210
Channel Number,1
Date & Time,2026-07-07 14:44:31.860698
Vopen (V),0.583
Ishort (A),39.0
Vmaxp (V),0.5
Imaxp (A),38.7
Pmax (W),19.35
V (V),I (A),P (W)
0.582,0.2,0.1164
0.584,0.5,0.292
0.584,0.7,0.4088
0.584,1.0,0.584
0.584,1.3,0.7592
0.584,1.5,0.876
0.584,1.8,1.0512
0.584,2.0,1.168
0.583,2.3,1.3409
0.583,2.6,1.5158
0.583,2.8,1.6324
0.583,3.1,1.8073
0.584,3.3,1.9272
0.583,3.6,2.0988
0.583,3.9,2.2737
0.583,4.1,2.3903
0.583,4.4,2.5652
0.583,4.6,2.6818
0.583,4.9,2.8567
0.583,5.2,3.0316
0.583,5.4,3.1482
0.582,5.7,3.3174
0.582,5.9,3.4338
0.582,6.2,3.6084
0.581,6.5,3.7765
0.581,6.7,3.8927
0.581,7.0,4.067
0.58,7.2,4.176
0.58,7.5,4.35
0.579,7.8,4.5162
0.579,8.0,4.632
0.578,8.3,4.7974
0.578,8.5,4.913
0.576,8.8,5.0688
0.576,9.1,5.2416
0.576,9.3,5.3568
0.575,9.6,5.52
0.575,9.8,5.635
0.575,10.1,5.8075
0.575,10.4,5.98
0.574,10.6,6.0844
0.574,10.9,6.2566
0.573,11.1,6.3603
0.573,11.4,6.5322
0.573,11.7,6.7041
0.572,11.9,6.8068
0.572,12.2,6.9784
0.571,12.4,7.0804
0.571,12.7,7.2517
0.57,13.0,7.41
0.569,13.2,7.5108
0.568,13.5,7.668
0.567,13.7,7.7679
0.566,14.0,7.924
0.567,14.3,8.1081
0.568,14.5,8.236
0.568,14.8,8.4064
0.568,15.0,8.52
0.567,15.3,8.6751
0.567,15.6,8.8452
0.566,15.8,8.9428
0.566,16.1,9.1126
0.566,16.3,9.2258
0.565,16.6,9.379
0.565,16.9,9.5485
0.565,17.1,9.6615
0.564,17.4,9.8136
0.564,17.6,9.9264
0.563,17.9,10.0777
0.563,18.2,10.2466
0.563,18.4,10.3592
0.562,18.7,10.5094
0.562,18.9,10.6218
0.561,19.2,10.7712
0.56,19.5,10.92
0.56,19.7,11.032
0.56,20.0,11.2
0.559,20.2,11.2918
0.559,20.5,11.4595
0.558,20.8,11.6064
0.558,21.0,11.718
0.557,21.3,11.8641
0.557,21.5,11.9755
0.556,21.8,12.1208
0.555,22.1,12.2655
0.555,22.3,12.3765
0.554,22.6,12.5204
0.554,22.8,12.6312
0.554,23.1,12.7974
0.553,23.4,12.9402
0.552,23.6,13.0272
0.552,23.9,13.1928
0.551,24.1,13.2791
0.551,24.4,13.4444
0.55,24.7,13.585
0.549,24.9,13.6701
0.548,25.2,13.8096
0.548,25.4,13.9192
0.547,25.7,14.0579
0.547,26.0,14.222
0.546,26.2,14.3052
0.546,26.5,14.469
0.545,26.7,14.5515
0.544,27.0,14.688
0.544,27.3,14.8512
0.543,27.5,14.9325
0.542,27.8,15.0676
0.542,28.0,15.176
0.541,28.3,15.3103
0.54,28.6,15.444
0.539,28.8,15.5232
0.539,29.1,15.6849
0.538,29.3,15.7634
0.537,29.6,15.8952
0.537,29.9,16.0563
0.536,30.1,16.1336
0.535,30.4,16.264
0.535,30.6,16.371
0.534,30.9,16.5006
0.532,31.2,16.5984
0.532,31.4,16.7048
0.53,31.7,16.801
0.53,31.9,16.907
0.529,32.2,17.0338
0.528,32.5,17.16
0.528,32.7,17.2656
0.526,33.0,17.358
0.526,33.2,17.4632
0.525,33.5,17.5875
0.523,33.8,17.6774
0.523,34.0,17.782
0.522,34.3,17.9046
0.521,34.5,17.9745
0.52,34.8,18.096
0.518,35.1,18.1818
0.517,35.3,18.2501
0.516,35.6,18.3696
0.515,35.8,18.437
0.514,36.1,18.5554
0.512,36.4,18.6368
0.511,36.6,18.7026
0.51,36.9,18.819
0.509,37.1,18.8839
0.507,37.4,18.9618
0.506,37.7,19.0762
0.505,37.9,19.1395
0.503,38.2,19.2146
0.502,38.4,19.2768
0.5,38.7,19.35
0.0,39.0,0.0
END OF SAMPLE

Sample Number,4,Collected with Prova 210
Channel Number,1
Date & Time,2026-07-07 14:44:57.117533
Vopen (V),0.587
Ishort (A),43.7
Vmaxp (V),0.502
Imaxp (A),43.4
Pmax (W),21.7868
V (V),I (A),P (W)
0.586,0.2,0.1172
0.587,0.5,0.2935
0.587,0.8,0.4696
0.587,1.1,0.6457
0.586,1.4,0.8204
0.586,1.7,0.9962
0.586,2.0,1.172
0.587,2.3,1.3501
0.586,2.6,1.5236
0.586,2.9,1.6994
0.586,3.2,1.8752
0.586,3.4,1.9924
0.586,3.7,2.1682
0.587,4.0,2.348
0.587,4.3,2.5241
0.587,4.6,2.7002
0.587,4.9,2.8763
0.587,5.2,3.0524
0.586,5.5,3.223
0.585,5.8,3.393
0.584,6.1,3.5624
0.584,6.4,3.7376
0.584,6.7,3.9128
0.584,6.9,4.0296
0.583,7.2,4.1976
0.583,7.5,4.3725
0.583,7.8,4.5474
0.583,8.1,4.7223
0.582,8.4,4.8888
0.582,8.7,5.0634
0.582,9.0,5.238
0.581,9.3,5.4033
0.581,9.6,5.5776
0.581,9.9,5.7519
0.581,10.1,5.8681
0.58,10.4,6.032
0.58,10.7,6.206
0.579,11.0,6.369
0.579,11.3,6.5427
0.579,11.6,6.7164
0.578,11.9,6.8782
0.578,12.2,7.0516
0.577,12.5,7.2125
0.577,12.8,7.3856
0.577,13.1,7.5587
0.576,13.4,7.7184
0.576,13.6,7.8336
0.576,13.9,8.0064
0.575,14.2,8.165
0.575,14.5,8.3375
0.575,14.8,8.51
0.574,15.1,8.6674
0.574,15.4,8.8396
0.574,15.7,9.0118
0.573,16.0,9.168
0.573,16.3,9.3399
0.572,16.6,9.4952
0.572,16.8,9.6096
0.572,17.1,9.7812
0.572,17.4,9.9528
0.571,17.7,10.1067
0.571,18.0,10.278
0.57,18.3,10.431
0.569,18.6,10.5834
0.569,18.9,10.7541
0.568,19.2,10.9056
0.568,19.5,11.076
0.567,19.8,11.2266
0.567,20.1,11.3967
0.566,20.3,11.4898
0.566,20.6,11.6596
0.566,20.9,11.8294
0.565,21.2,11.978
0.565,21.5,12.1475
0.564,21.8,12.2952
0.564,22.1,12.4644
0.564,22.4,12.6336
0.563,22.7,12.7801
0.563,23.0,12.949
0.562,23.3,13.0946
0.562,23.5,13.207
0.561,23.8,13.3518
0.561,24.1,13.5201
0.56,24.4,13.664
0.56,24.7,13.832
0.559,25.0,13.975
0.559,25.3,14.1427
0.558,25.6,14.2848
0.557,25.9,14.4263
0.557,26.2,14.5934
0.556,26.5,14.734
0.556,26.8,14.9008
0.555,27.0,14.985
0.555,27.3,15.1515
0.554,27.6,15.2904
0.554,27.9,15.4566
0.553,28.2,15.5946
0.552,28.5,15.732
0.552,28.8,15.8976
0.551,29.1,16.0341
0.55,29.4,16.17
0.55,29.7,16.335
0.549,30.0,16.47
0.548,30.2,16.5496
0.548,30.5,16.714
0.547,30.8,16.8476
0.547,31.1,17.0117
0.546,31.4,17.1444
0.545,31.7,17.2765
0.545,32.0,17.44
0.544,32.3,17.5712
0.543,32.6,17.7018
0.543,32.9,17.8647
0.542,33.2,17.9944
0.541,33.5,18.1235
0.54,33.7,18.198
0.539,34.0,18.326
0.539,34.3,18.4877
0.538,34.6,18.6148
0.537,34.9,18.7413
0.537,35.2,18.9024
0.536,35.5,19.028
0.535,35.8,19.153
0.535,36.1,19.3135
0.534,36.4,19.4376
0.533,36.7,19.5611
0.532,36.9,19.6308
0.53,37.2,19.716
0.529,37.5,19.8375
0.529,37.8,19.9962
0.528,38.1,20.1168
0.527,38.4,20.2368
0.526,38.7,20.3562
0.525,39.0,20.475
0.523,39.3,20.5539
0.522,39.6,20.6712
0.521,39.9,20.7879
0.52,40.2,20.904
0.519,40.4,20.9676
0.517,40.7,21.0419
0.516,41.0,21.156
0.514,41.3,21.2282
0.512,41.6,21.2992
0.511,41.9,21.4109
0.51,42.2,21.522
0.508,42.5,21.59
0.506,42.8,21.6568
0.504,43.1,21.7224
0.502,43.4,21.7868
0.0,43.7,0.0
END OF SAMPLE

