Sample Number,1,Collected with Prova 210
0.582,6.4,3.7248
0.582,6.7,3.8994
0.582,7.0,4.074
0.582,7.3,4.2486
0.582,7.6,4.4232
0.581,7.9,4.5899
0.581,8.2,4.7642
0.581,8.5,4.9385
0.581,8.8,5.1128
0.581,9.1,5.2871
0.58,9.4,5.452
0.58,9.7,5.626
0.58,10.0,5.8
0.58,10.3,5.974
0.579,10.6,6.1374
0.579,10.9,6.3111
0.579,11.1,6.4269
0.579,11.4,6.6006
0.578,11.7,6.7626
0.578,12.0,6.936
0.577,12.3,7.0971
0.577,12.6,7.2702
0.577,12.9,7.4433
0.577,13.2,7.6164
0.576,13.5,7.776
0.576,13.8,7.9488
0.576,14.1,8.1216
0.576,14.4,8.2944
0.575,14.7,8.4525
0.575,15.0,8.625
0.575,15.3,8.7975
0.575,15.6,8.97
0.574,15.9,9.1266
0.574,16.2,9.2988
0.574,16.5,9.471
0.574,16.7,9.5858
0.573,17.0,9.741
0.573,17.3,9.9129
0.573,17.6,10.0848
0.572,17.9,10.2388
0.572,18.2,10.4104
0.572,18.5,10.582
0.572,18.8,10.7536
0.571,19.1,10.9061
0.571,19.4,11.0774
0.57,19.7,11.229
0.57,20.0,11.4
0.57,20.3,11.571
0.569,20.6,11.7214
0.568,20.9,11.8712
0.568,21.2,12.0416
0.568,21.5,12.212
0.567,21.8,12.3606
0.567,22.1,12.5307
0.567,22.3,12.6441
0.566,22.6,12.7916
0.566,22.9,12.9614
0.565,23.2,13.108
0.565,23.5,13.2775
0.565,23.8,13.447
0.564,24.1,13.5924
0.564,24.4,13.7616
0.563,24.7,13.9061
0.563,25.0,14.075
0.563,25.3,14.2439
0.562,25.6,14.3872
0.561,25.9,14.5299
0.561,26.2,14.6982
0.56,26.5,14.84
0.56,26.8,15.008
0.559,27.1,15.1489
0.558,27.4,15.2892
0.558,27.6,15.4008
0.557,27.9,15.5403
0.556,28.2,15.6792
0.556,28.5,15.846
0.555,28.8,15.984
0.554,29.1,16.1214
0.554,29.4,16.2876
0.553,29.7,16.4241
0.552,30.0,16.56
0.552,30.3,16.7256
0.551,30.6,16.8606
0.55,30.9,16.995
0.549,31.2,17.1288
0.548,31.5,17.262
0.547,31.8,17.3946
0.547,32.1,17.5587
0.546,32.4,17.6904
0.546,32.7,17.8542
0.545,33.0,17.985
0.544,33.2,18.0608
0.544,33.5,18.224
0.543,33.8,18.3534
0.542,34.1,18.4822
0.541,34.4,18.6104
0.539,34.7,18.7033
0.539,35.0,18.865
0.537,35.3,18.9561
0.537,35.6,19.1172
0.535,35.9,19.2065
0.534,36.2,19.3308
0.533,36.5,19.4545
0.531,36.8,19.5408
0.53,37.1,19.663
0.529,37.4,19.7846
0.528,37.7,19.9056
0.526,38.0,19.988
0.524,38.3,20.0692
0.522,38.6,20.1492
0.522,38.8,20.2536
0.52,39.1,20.332
0.518,39.4,20.4092
0.516,39.7,20.4852
0.513,40.0,20.52
0.511,40.3,20.5933
0.509,40.6,20.6654
0.506,40.9,20.6954
0.503,41.2,20.7236
0.5,41.5,20.75
0.497,41.8,20.7746
0.493,42.1,20.7553
0.489,42.4,20.7336
0.485,42.7,20.7095
0.48,43.0,20.64
0.472,43.3,20.4376
0.46,43.6,20.056
0.448,43.9,19.6672
0.0,44.2,0.0
END OF SAMPLE

Sample Number,3,Collected with Prova 210
Channel Number,1
Date & Time,2026-07-07 14:29:49.068802
Vopen (V),0.579
Ishort (A),32.5
Vmaxp (V),0.531
Imaxp (A),32.2
Pmax (W),17.098200000000002
V (V),I (A),P (W)
0.58,0.2,0.116
0.581,0.4,0.2324
0.581,0.6,0.3486
0.581,0.8,0.4648
0.581,1.0,0.581
0.581,1.3,0.7553
0.581,1.5,0.8715
0.581,1.7,0.9877
0.581,1.9,1.1039
0.581,2.1,1.2201
0.581,2.3,1.3363
0.581,2.6,1.5106
0.581,2.8,1.6268
0.581,3.0,1.743
0.581,3.2,1.8592
0.581,3.4,1.9754
0.581,3.6,2.0916
0.581,3.9,2.2659
0.581,4.1,2.3821
0.581,4.3,2.4983
0.581,4.5,2.6145
0.581,4.7,2.7307
0.581,4.9,2.8469
0.581,5.2,3.0212
0.581,5.4,3.1374
0.58,5.6,3.248
0.58,5.8,3.364
0.58,6.0,3.48
0.58,6.2,3.596
0.579,6.5,3.7635
0.579,6.7,3.8793
0.579,6.9,3.9951
0.579,7.1,4.1109
0.578,7.3,4.2194
0.578,7.5,4.335
0.578,7.8,4.5084
0.578,8.0,4.624
0.577,8.2,4.7314
0.577,8.4,4.8468
0.577,8.6,4.9622
0.577,8.8,5.0776
0.577,9.1,5.2507
0.576,9.3,5.3568
0.576,9.5,5.472
0.576,9.7,5.5872
0.576,9.9,5.7024
0.576,10.1,5.8176
0.575,10.4,5.98
0.575,10.6,6.095
0.575,10.8,6.21
0.575,11.0,6.325
0.575,11.2,6.44
0.574,11.4,6.5436
0.574,11.7,6.7158
0.574,11.9,6.8306
0.574,12.1,6.9454
0.573,12.3,7.0479
0.573,12.5,7.1625
0.573,12.7,7.2771
0.573,13.0,7.449
0.573,13.2,7.5636
0.572,13.4,7.6648
0.572,13.6,7.7792
0.572,13.8,7.8936
0.572,14.0,8.008
0.571,14.3,8.1653
0.571,14.5,8.2795
0.571,14.7,8.3937
0.571,14.9,8.5079
0.57,15.1,8.607
0.57,15.3,8.721
0.57,15.6,8.892
0.569,15.8,8.9902
0.569,16.0,9.104
0.568,16.2,9.2016
0.568,16.4,9.3152
0.568,16.6,9.4288
0.567,16.9,9.5823
0.567,17.1,9.6957
0.566,17.3,9.7918
0.566,17.5,9.905
0.566,17.7,10.0182
0.566,17.9,10.1314
0.565,18.2,10.283
0.565,18.4,10.396
0.565,18.6,10.509
0.565,18.8,10.622
0.564,19.0,10.716
0.564,19.2,10.8288
0.564,19.5,10.998
0.563,19.7,11.0911
0.563,19.9,11.2037
0.563,20.1,11.3163
0.562,20.3,11.4086
0.562,20.5,11.521
0.561,20.8,11.6688
0.561,21.0,11.781
0.561,21.2,11.8932
0.56,21.4,11.984
0.56,21.6,12.096
0.56,21.8,12.208
0.559,22.1,12.3539
0.559,22.3,12.4657
0.558,22.5,12.555
0.558,22.7,12.6666
0.557,22.9,12.7553
0.557,23.1,12.8667
0.557,23.4,13.0338
0.556,23.6,13.1216
0.556,23.8,13.2328
0.555,24.0,13.32
0.555,24.2,13.431
0.555,24.4,13.542
0.554,24.7,13.6838
0.554,24.9,13.7946
0.553,25.1,13.8803
0.552,25.3,13.9656
0.552,25.5,14.076
0.551,25.7,14.1607
0.551,26.0,14.326
0.55,26.2,14.41
0.549,26.4,14.4936
0.548,26.6,14.5768
0.548,26.8,14.6864
0.548,27.0,14.796
0.547,27.3,14.9331
0.546,27.5,15.015
0.546,27.7,15.1242
0.545,27.9,15.2055
0.545,28.1,15.3145
0.544,28.3,15.3952
0.543,28.6,15.5298
0.542,28.8,15.6096
0.542,29.0,15.718
0.541,29.2,15.7972
0.54,29.4,15.876
0.54,29.6,15.984
0.539,29.9,16.1161
0.538,30.1,16.1938
0.537,30.3,16.2711
0.537,30.5,16.3785
0.536,30.7,16.4552
0.535,30.9,16.5315
0.534,31.2,16.6608
0.533,31.4,16.7362
0.532,31.6,16.8112
0.531,31.8,16.8858
0.531,32.0,16.992
0.531,32.2,17.0982
0.0,32.5,0.0
END OF SAMPLE

Sample Number,4,Collected with Prova 210
Channel Number,1
Date & Time,2026-07-07 14:30:18.024672
Vopen (V),0.59
Ishort (A),39.6
Vmaxp (V),0.52
Imaxp (A),39.3
Pmax (W),20.436
V (V),I (A),P (W)
0.584,0.2,0.1168
0.585,0.5,0.2925
0.586,0.7,0.4102
0.586,1.0,0.586
0.586,1.3,0.7618
0.585,1.5,0.8775
0.585,1.8,1.053
0.585,2.1,1.2285
0.585,2.3,1.3455
0.585,2.6,1.521
0.585,2.9,1.6965
0.585,3.1,1.8135
0.585,3.4,1.989
0.585,3.6,2.106
0.585,3.9,2.2815
0.585,4.2,2.457
0.585,4.4,2.574
0.585,4.7,2.7495
0.585,5.0,2.925
0.585,5.2,3.042
0.585,5.5,3.2175
0.584,5.8,3.3872
0.584,6.0,3.504
0.584,6.3,3.6792
0.584,6.6,3.8544
0.583,6.8,3.9644
0.583,7.1,4.1393
0.583,7.3,4.2559
0.583,7.6,4.4308
0.583,7.9,4.6057
0.583,8.1,4.7223
0.583,8.4,4.8972
0.583,8.7,5.0721
0.582,8.9,5.1798
0.582,9.2,5.3544
0.582,9.5,5.529
0.582,9.7,5.6454
0.582,10.0,5.82
0.581,10.2,5.9262
0.581,10.5,6.1005
0.581,10.8,6.2748
0.581,11.0,6.391
0.58,11.3,6.554
0.58,11.6,6.728
0.58,11.8,6.844
0.58,12.1,7.018
0.579,12.4,7.1796
0.579,12.6,7.2954
0.579,12.9,7.4691
0.579,13.2,7.6428
0.578,13.4,7.7452
0.578,13.7,7.9186
0.578,13.9,8.0342
0.578,14.2,8.2076
0.577,14.5,8.3665
0.577,14.7,8.4819
0.577,15.0,8.655
0.576,15.3,8.8128
0.576,15.5,8.928
0.576,15.8,9.1008
0.576,16.1,9.2736
0.575,16.3,9.3725
0.575,16.6,9.545
0.575,16.8,9.66
0.574,17.1,9.8154
0.574,17.4,9.9876
0.574,17.6,10.1024
0.573,17.9,10.2567
0.573,18.2,10.4286
0.573,18.4,10.5432
0.572,18.7,10.6964
0.572,19.0,10.868
0.572,19.2,10.9824
0.572,19.5,11.154
0.571,19.8,11.3058
0.571,20.0,11.42
0.571,20.3,11.5913
0.57,20.5,11.685
0.57,20.8,11.856
0.569,21.1,12.0059
0.569,21.3,12.1197
0.569,21.6,12.2904
0.568,21.9,12.4392
0.568,22.1,12.5528
0.567,22.4,12.7008
0.567,22.7,12.8709
0.566,22.9,12.9614
0.566,23.2,13.1312
0.566,23.4,13.2444
0.565,23.7,13.3905
0.565,24.0,13.56
0.565,24.2,13.673
0.565,24.5,13.8425
0.564,24.8,13.9872
0.564,25.0,14.1
0.563,25.3,14.2439
0.563,25.6,14.4128
0.562,25.8,14.4996
0.562,26.1,14.6682
0.561,26.4,14.8104
0.561,26.6,14.9226
0.561,26.9,15.0909
0.56,27.1,15.176
0.559,27.4,15.3166
0.559,27.7,15.4843
0.558,27.9,15.5682
0.558,28.2,15.7356
0.557,28.5,15.8745
0.557,28.7,15.9859
0.556,29.0,16.124
0.556,29.3,16.2908
0.555,29.5,16.3725
0.555,29.8,16.539
0.554,30.0,16.62
0.554,30.3,16.7862
0.553,30.6,16.9218
0.552,30.8,17.0016
0.552,31.1,17.1672
0.551,31.4,17.3014
0.55,31.6,17.38
0.549,31.9,17.5131
0.548,32.2,17.6456
0.548,32.4,17.7552
0.547,32.7,17.8869
0.546,33.0,18.018
0.545,33.2,18.094
0.544,33.5,18.224
0.544,33.7,18.3328
0.543,34.0,18.462
0.542,34.3,18.5906
0.541,34.5,18.6645
0.54,34.8,18.792
0.539,35.1,18.9189
0.538,35.3,18.9914
0.537,35.6,19.1172
0.536,35.9,19.2424
0.536,36.1,19.3496
0.535,36.4,19.474
0.534,36.6,19.5444
0.532,36.9,19.6308
0.531,37.2,19.7532
0.53,37.4,19.822
0.528,37.7,19.9056
0.527,38.0,20.026
0.526,38.2,20.0932
0.524,38.5,20.174
0.522,38.8,20.2536
0.521,39.0,20.319
0.52,39.3,20.436
0.0,39.6,0.0
END OF SAMPLE

