Sample Number,1,Collected with Prova 210
0.575,15.2,8.74
0.575,15.5,8.9125
0.575,15.7,9.0275
0.574,16.0,9.184
0.574,16.2,9.2988
0.574,16.5,9.471
0.574,16.7,9.5858
0.573,16.9,9.6837
0.573,17.2,9.8556
0.572,17.4,9.9528
0.572,17.7,10.1244
0.572,17.9,10.2388
0.572,18.2,10.4104
0.571,18.4,10.5064
0.571,18.6,10.6206
0.571,18.9,10.7919
0.57,19.1,10.887
0.57,19.4,11.058
0.57,19.6,11.172
0.569,19.8,11.2662
0.569,20.1,11.4369
0.568,20.3,11.5304
0.568,20.6,11.7008
0.567,20.8,11.7936
0.567,21.1,11.9637
0.566,21.3,12.0558
0.566,21.5,12.169
0.566,21.8,12.3388
0.565,22.0,12.43
0.565,22.3,12.5995
0.565,22.5,12.7125
0.564,22.8,12.8592
0.564,23.0,12.972
0.564,23.2,13.0848
0.563,23.5,13.2305
0.563,23.7,13.3431
0.563,24.0,13.512
0.562,24.2,13.6004
0.562,24.5,13.769
0.562,24.7,13.8814
0.561,24.9,13.9689
0.56,25.2,14.112
0.56,25.4,14.224
0.559,25.7,14.3663
0.559,25.9,14.4781
0.558,26.2,14.6196
0.558,26.4,14.7312
0.557,26.6,14.8162
0.557,26.9,14.9833
0.556,27.1,15.0676
0.556,27.4,15.2344
0.555,27.6,15.318
0.555,27.9,15.4845
0.554,28.1,15.5674
0.554,28.3,15.6782
0.553,28.6,15.8158
0.552,28.8,15.8976
0.551,29.1,16.0341
0.551,29.3,16.1443
0.55,29.6,16.28
0.549,29.8,16.3602
0.548,30.0,16.44
0.547,30.3,16.5741
0.547,30.5,16.6835
0.546,30.8,16.8168
0.546,31.0,16.926
0.545,31.3,17.0585
0.544,31.5,17.136
0.543,31.7,17.2131
0.542,32.0,17.344
0.542,32.2,17.4524
0.54,32.5,17.55
0.539,32.7,17.6253
0.538,33.0,17.754
0.537,33.2,17.8284
0.536,33.4,17.9024
0.535,33.7,18.0295
0.534,33.9,18.1026
0.533,34.2,18.2286
0.532,34.4,18.3008
0.53,34.7,18.391
0.529,34.9,18.4621
0.528,35.1,18.5328
0.527,35.4,18.6558
0.526,35.6,18.7256
0.524,35.9,18.8116
0.522,36.1,18.8442
0.0,36.4,0.0
END OF SAMPLE

Sample Number,3,Collected with Prova 210
Channel Number,1
Date & Time,2026-07-07 13:20:01.581507
Vopen (V),0.579
Ishort (A),32.4
Vmaxp (V),0.521
Imaxp (A),32.1
Pmax (W),16.7241
V (V),I (A),P (W)
0.581,0.2,0.1162
0.581,0.4,0.2324
0.582,0.6,0.3492
0.582,0.8,0.4656
0.581,1.0,0.581
0.58,1.2,0.696
0.581,1.5,0.8715
0.581,1.7,0.9877
0.582,1.9,1.1058
0.582,2.1,1.2222
0.582,2.3,1.3386
0.582,2.5,1.455
0.582,2.8,1.6296
0.582,3.0,1.746
0.582,3.2,1.8624
0.582,3.4,1.9788
0.581,3.6,2.0916
0.581,3.8,2.2078
0.581,4.1,2.3821
0.582,4.3,2.5026
0.582,4.5,2.619
0.582,4.7,2.7354
0.582,4.9,2.8518
0.582,5.1,2.9682
0.582,5.4,3.1428
0.581,5.6,3.2536
0.581,5.8,3.3698
0.581,6.0,3.486
0.58,6.2,3.596
0.58,6.4,3.712
0.58,6.6,3.828
0.58,6.9,4.002
0.58,7.1,4.118
0.579,7.3,4.2267
0.579,7.5,4.3425
0.579,7.7,4.4583
0.579,7.9,4.5741
0.579,8.2,4.7478
0.578,8.4,4.8552
0.578,8.6,4.9708
0.578,8.8,5.0864
0.578,9.0,5.202
0.577,9.2,5.3084
0.577,9.5,5.4815
0.577,9.7,5.5969
0.576,9.9,5.7024
0.576,10.1,5.8176
0.576,10.3,5.9328
0.576,10.5,6.048
0.576,10.8,6.2208
0.575,11.0,6.325
0.575,11.2,6.44
0.575,11.4,6.555
0.575,11.6,6.67
0.575,11.8,6.785
0.574,12.0,6.888
0.574,12.3,7.0602
0.574,12.5,7.175
0.574,12.7,7.2898
0.573,12.9,7.3917
0.573,13.1,7.5063
0.573,13.3,7.6209
0.573,13.6,7.7928
0.572,13.8,7.8936
0.572,14.0,8.008
0.572,14.2,8.1224
0.572,14.4,8.2368
0.571,14.6,8.3366
0.571,14.9,8.5079
0.571,15.1,8.6221
0.57,15.3,8.721
0.57,15.5,8.835
0.57,15.7,8.949
0.569,15.9,9.0471
0.569,16.2,9.2178
0.568,16.4,9.3152
0.568,16.6,9.4288
0.567,16.8,9.5256
0.567,17.0,9.639
0.567,17.2,9.7524
0.567,17.4,9.8658
0.566,17.7,10.0182
0.566,17.9,10.1314
0.565,18.1,10.2265
0.565,18.3,10.3395
0.565,18.5,10.4525
0.565,18.7,10.5655
0.564,19.0,10.716
0.564,19.2,10.8288
0.564,19.4,10.9416
0.563,19.6,11.0348
0.563,19.8,11.1474
0.563,20.0,11.26
0.562,20.3,11.4086
0.562,20.5,11.521
0.561,20.7,11.6127
0.561,20.9,11.7249
0.56,21.1,11.816
0.56,21.3,11.928
0.559,21.6,12.0744
0.559,21.8,12.1862
0.558,22.0,12.276
0.558,22.2,12.3876
0.558,22.4,12.4992
0.557,22.6,12.5882
0.557,22.8,12.6996
0.556,23.1,12.8436
0.556,23.3,12.9548
0.555,23.5,13.0425
0.555,23.7,13.1535
0.555,23.9,13.2645
0.554,24.1,13.3514
0.553,24.4,13.4932
0.553,24.6,13.6038
0.553,24.8,13.7144
0.552,25.0,13.8
0.551,25.2,13.8852
0.55,25.4,13.97
0.55,25.7,14.135
0.549,25.9,14.2191
0.549,26.1,14.3289
0.548,26.3,14.4124
0.547,26.5,14.4955
0.547,26.7,14.6049
0.546,27.0,14.742
0.546,27.2,14.8512
0.544,27.4,14.9056
0.544,27.6,15.0144
0.543,27.8,15.0954
0.542,28.0,15.176
0.541,28.2,15.2562
0.54,28.5,15.39
0.539,28.7,15.4693
0.538,28.9,15.5482
0.537,29.1,15.6267
0.536,29.3,15.7048
0.535,29.5,15.7825
0.534,29.8,15.9132
0.533,30.0,15.99
0.532,30.2,16.0664
0.531,30.4,16.1424
0.53,30.6,16.218
0.529,30.8,16.2932
0.527,31.1,16.3897
0.526,31.3,16.4638
0.525,31.5,16.5375
0.524,31.7,16.6108
0.523,31.9,16.6837
0.521,32.1,16.7241
0.0,32.4,0.0
END OF SAMPLE

Sample Number,3,Collected with Prova 210
Channel Number,1
Date & Time,2026-07-07 13:20:22.812824
Vopen (V),0.589
Ishort (A),42.2
Vmaxp (V),0.498
Imaxp (A),38.8
Pmax (W),19.3224
V (V),I (A),P (W)
0.589,0.2,0.1178
0.59,0.5,0.295
0.589,0.8,0.4712
0.588,1.1,0.6468
0.587,1.4,0.8218
0.587,1.6,0.9392
0.587,1.9,1.1153
0.587,2.2,1.2914
0.587,2.5,1.4675
0.587,2.8,1.6436
0.587,3.0,1.761
0.587,3.3,1.9371
0.587,3.6,2.1132
0.587,3.9,2.2893
0.587,4.2,2.4654
0.587,4.5,2.6415
0.587,4.7,2.7589
0.587,5.0,2.935
0.587,5.3,3.1111
0.587,5.6,3.2872
0.586,5.9,3.4574
0.586,6.1,3.5746
0.585,6.4,3.744
0.585,6.7,3.9195
0.585,7.0,4.095
0.584,7.3,4.2632
0.584,7.5,4.38
0.583,7.8,4.5474
0.583,8.1,4.7223
0.583,8.4,4.8972
0.582,8.7,5.0634
0.582,9.0,5.238
0.582,9.2,5.3544
0.582,9.5,5.529
0.581,9.8,5.6938
0.581,10.1,5.8681
0.581,10.4,6.0424
0.58,10.6,6.148
0.58,10.9,6.322
0.58,11.2,6.496
0.579,11.5,6.6585
0.579,11.8,6.8322
0.579,12.0,6.948
0.579,12.3,7.1217
0.578,12.6,7.2828
0.578,12.9,7.4562
0.577,13.2,7.6164
0.577,13.5,7.7895
0.577,13.7,7.9049
0.576,14.0,8.064
0.576,14.3,8.2368
0.576,14.6,8.4096
0.575,14.9,8.5675
0.575,15.1,8.6825
0.575,15.4,8.855
0.574,15.7,9.0118
0.574,16.0,9.184
0.574,16.3,9.3562
0.574,16.5,9.471
0.573,16.8,9.6264
0.573,17.1,9.7983
0.573,17.4,9.9702
0.572,17.7,10.1244
0.572,18.0,10.296
0.572,18.2,10.4104
0.571,18.5,10.5635
0.571,18.8,10.7348
0.57,19.1,10.887
0.57,19.4,11.058
0.569,19.6,11.1524
0.569,19.9,11.3231
0.568,20.2,11.4736
0.568,20.5,11.644
0.567,20.8,11.7936
0.567,21.1,11.9637
0.566,21.3,12.0558
0.566,21.6,12.2256
0.566,21.9,12.3954
0.565,22.2,12.543
0.565,22.5,12.7125
0.564,22.7,12.8028
0.564,23.0,12.972
0.564,23.3,13.1412
0.563,23.6,13.2868
0.563,23.9,13.4557
0.562,24.1,13.5442
0.561,24.4,13.6884
0.561,24.7,13.8567
0.56,25.0,14.0
0.559,25.3,14.1427
0.559,25.6,14.3104
0.558,25.8,14.3964
0.558,26.1,14.5638
0.557,26.4,14.7048
0.556,26.7,14.8452
0.555,27.0,14.985
0.555,27.2,15.096
0.554,27.5,15.235
0.554,27.8,15.4012
0.553,28.1,15.5393
0.552,28.4,15.6768
0.551,28.6,15.7586
0.55,28.9,15.895
0.549,29.2,16.0308
0.548,29.5,16.166
0.547,29.8,16.3006
0.547,30.1,16.4647
0.547,30.3,16.5741
0.546,30.6,16.7076
0.545,30.9,16.8405
0.544,31.2,16.9728
0.543,31.5,17.1045
0.542,31.7,17.1814
0.541,32.0,17.312
0.54,32.3,17.442
0.539,32.6,17.5714
0.538,32.9,17.7002
0.537,33.1,17.7747
0.536,33.4,17.9024
0.535,33.7,18.0295
0.533,34.0,18.122
0.531,34.3,18.2133
0.529,34.6,18.3034
0.529,34.8,18.4092
0.528,35.1,18.5328
0.525,35.4,18.585
0.524,35.7,18.7068
0.522,36.0,18.792
0.52,36.2,18.824
0.519,36.5,18.9435
0.517,36.8,19.0256
0.514,37.1,19.0694
0.511,37.4,19.1114
0.509,37.6,19.1384
0.507,37.9,19.2153
0.504,38.2,19.2528
0.501,38.5,19.2885
0.498,38.8,19.3224
0.493,39.1,19.2763
0.491,39.3,19.2963
0.486,39.6,19.2456
0.481,39.9,19.1919
0.472,40.2,18.9744
0.461,40.5,18.6705
0.45,40.7,18.315
0.44,41.0,18.04
0.428,41.3,17.6764
0.419,41.6,17.4304
0.405,41.9,16.9695
0.0,42.2,0.0
END OF SAMPLE

